"ID",Name,City,State,Country
grid.255649.9,Ewha Womans University,Seoul,,South Korea
grid.255794.8,Fairfield University,Fairfield,Connecticut,United States
grid.255802.8,Fairleigh Dickinson University,Teaneck,New Jersey,United States
grid.255852.d,Fayetteville State University,Fayetteville,North Carolina,United States
grid.255908.3,Ferris State University,Big Rapids,Michigan,United States
grid.255927.e,First Nations University of Canada,Regina,Saskatchewan,Canada
grid.255935.d,Fisk University,Nashville,Tennessee,United States
grid.255936.e,Fitchburg State University,Fitchburg,Massachusetts,United States
grid.255938.0,Five Branches University,Santa Cruz,California,United States
grid.255948.7,Florida Agricultural and Mechanical University,Tallahassee,Florida,United States
grid.255951.f,Florida Atlantic University,Boca Raton,Florida,United States
grid.255962.f,Florida Gulf Coast University,Fort Myers,Florida,United States
grid.255966.b,Florida Institute of Technology,Melbourne,Florida,United States
grid.255983.0,Florida Memorial University,Miami,Florida,United States
grid.255986.5,Florida State University,Tallahassee,Florida,United States
grid.256023.0,Fordham University,New York,New York,United States
grid.256032.0,Fort Hays State University,Hays,Kansas,United States
grid.256033.1,Fort Lewis College,Durango,Colorado,United States
grid.256036.4,Fort Valley State University,Fort Valley,Georgia,United States
grid.256058.c,Francis Marion University,Florence,South Carolina,United States
grid.256069.e,Franklin & Marshall College,Lancaster,Pennsylvania,United States
grid.256075.3,Franklin W. Olin College of Engineering,Needham,Massachusetts,United States
grid.256096.e,Friends University,Wichita,Kansas,United States
grid.256103.3,Frostburg State University,Frostburg,Maryland,United States
grid.256105.5,Fu Jen Catholic University,Taipei,,Taiwan
grid.256111.0,Fujian Agriculture and Forestry University,Fuzhou,Fujian,China
grid.256112.3,Fujian Medical University,Fuzhou,Fujian,China
grid.256115.4,Fujita Health University,Toyoake,,Japan
grid.256130.3,Furman University,Greenville,South Carolina,United States
grid.256155.0,Gachon University,Seongnam-si,,South Korea
grid.256169.f,Gakushuin University,Tokyo,,Japan
grid.256175.2,Gallaudet University,Washington D.C.,District of Columbia,United States
grid.256198.1,Gannon University,Erie,Pennsylvania,United States
grid.256245.2,General de Jesus College,San Isidro,,Philippines
grid.256259.f,George Fox University,Newberg,Oregon,United States
grid.256302.0,Georgia Southern University,Statesboro,Georgia,United States
grid.256303.1,Georgia Southwestern State University,Americus,Georgia,United States
grid.256304.6,Georgia State University,Atlanta,Georgia,United States
grid.256309.b,Georgian Court University,Lakewood,New Jersey,United States
grid.256322.2,Gettysburg College,Gettysburg,Pennsylvania,United States
grid.256342.4,Gifu University,Gifu City,,Japan
grid.256410.4,Gonzaga University,Spokane,Washington,United States
grid.256425.2,Goucher College,Towson,Maryland,United States
grid.256514.1,Governors State University,University Park,Illinois,United States
grid.256545.5,Grambling State University,Grambling,Louisiana,United States
grid.256549.9,Grand Valley State University,Allendale,Michigan,United States
grid.256592.f,Grinnell College,Grinnell,Iowa,United States
grid.256607.0,Guangxi Medical University,Nanning,,China
grid.256609.e,Guangxi University,Nanning,Guangxi,China
grid.256642.1,Gunma University,Maebashi,,Japan
grid.256667.6,Gustavus Adolphus College,Saint Peter,Minnesota,United States
grid.256681.e,Gyeongsang National University,Jinju,,South Korea
grid.256696.8,HEC Montréal,Montreal,Quebec,Canada
grid.256753.0,Hallym University,Chuncheon,,South Korea
grid.256766.6,Hamilton College,Clinton,New York,United States
grid.256769.9,Hamline University,Saint Paul,Minnesota,United States
grid.256771.0,Hampden–Sydney College,Hampden Sydney,Virginia,United States
grid.256772.3,Hampshire College,Amherst Center,Massachusetts,United States
grid.256774.5,Hampton University,Hampton,Virginia,United States
grid.256821.a,Hardin–Simmons University,Abilene,Texas,United States
grid.256835.f,Harrisburg University of Science and Technology,Harrisburg,Pennsylvania,United States
grid.256859.5,Harvey Mudd College,Claremont,California,United States
grid.256864.b,Haskell Indian Nations University,Lawrence,Kansas,United States
grid.256868.7,Haverford College,Philadelphia,Pennsylvania,United States
grid.256872.c,Hawaii Pacific University,Honolulu,Hawaii,United States
grid.256883.2,Hebei Medical University,Shijiazhuang,,China
grid.256884.5,Hebei Normal University,Shijiazhuang,,China
grid.256885.4,Hebei University,Baoding,,China
grid.256896.6,Hefei University of Technology,Hefei,,China
grid.256922.8,Henan University,Kaifeng,,China
grid.256927.d,Henderson State University,Arkadelphia,Arkansas,United States
grid.256928.2,Hendrix College,Conway,Arkansas,United States
grid.256949.5,Heritage University,Toppenish,Washington,United States
grid.256969.7,High Point University,High Point,North Carolina,United States
grid.257013.2,Hiram College,Hiram,Ohio,United States
grid.257016.7,Hirosaki University,Hirosaki,,Japan
grid.257022.0,Hiroshima University,Hiroshima,,Japan
grid.257037.4,Hobart and William Smith Colleges,Geneva,New York,United States
grid.257060.6,Hofstra University,Hempstead,New York,United States
grid.257065.3,Hohai University,Nanjing,,China
grid.257071.6,Hollins University,Roanoke,Virginia,United States
grid.257108.9,Hope College,Holland,Michigan,United States
grid.257114.4,Hosei University,Tokyo,,Japan
grid.257121.2,Houston Baptist University,Houston,Texas,United States
grid.257126.5,Howard Payne University,Brownwood,Texas,United States
grid.257127.4,Howard University,Washington D.C.,District of Columbia,United States
grid.257143.6,Hubei University of Chinese Medicine,Wuhan,,China
grid.257157.3,Humboldt State University,Arcata,California,United States
grid.257160.7,Hunan Agricultural University,Changsha,,China
grid.257167.0,Hunter College,New York,New York,United States
grid.257179.f,Huston–Tillotson University,Austin,Texas,United States
grid.257296.d,Idaho State University,Pocatello,Idaho,United States
grid.257310.2,Illinois State University,Normal,Illinois,United States
grid.257312.0,Illinois Wesleyan University,Bloomington,Illinois,United States
grid.257324.5,Immaculata University,Malvern,Pennsylvania,United States
grid.257409.d,Indiana State University,Terre Haute,Indiana,United States
grid.257410.5,Indiana University,Bloomington,Indiana,United States
grid.257411.4,Indiana University – Purdue University Columbus,Columbus,Indiana,United States
grid.257412.7,Indiana University – Purdue University Fort Wayne,Fort Wayne,Indiana,United States
grid.257413.6,Indiana University – Purdue University Indianapolis,Indianapolis,Indiana,United States
grid.257418.d,Indiana University Northwest,Gary,Indiana,United States
grid.257425.3,Indiana University South Bend,South Bend,Indiana,United States
grid.257427.1,Indiana University of Pennsylvania,Indiana,Pennsylvania,United States
grid.257428.e,Indiana Wesleyan University,Marion,Indiana,United States
grid.257435.2,Indira Gandhi National Open University,New Delhi,,India
grid.257636.3,Instituto Superior Autónomo de Estudos Politécnicos,Lisbon,Lisboa,Portugal
grid.257640.2,Instituto Superior de Ciências da Saúde Egas Moniz,Caparica,,Portugal
grid.257681.f,InterAmerican University of Puerto Rico,San Germán,Puerto Rico,United States
grid.257949.4,Ithaca College,Ithaca,New York,United States
grid.257990.0,Jackson State University,Jackson,Mississippi,United States
grid.257991.1,Jackson State Community College,Jackson,Tennessee,United States
grid.257992.2,Jacksonville State University,Jacksonville,Alabama,United States
grid.257993.3,Jacksonville University,Jacksonville,Florida,United States
grid.258041.a,James Madison University,Harrisonburg,Virginia,United States
grid.258151.a,Jiangnan University,Wuxi,,China
grid.258164.c,Jinan University,Guangzhou,Guangdong,China
grid.258189.f,John Brown University,Siloam Springs,Arkansas,United States
grid.258192.5,John Carroll University,University Heights,Ohio,United States
grid.258202.f,John Jay College of Criminal Justice,New York,New York,United States
grid.258223.c,Johnson C. Smith University,Charlotte,North Carolina,United States
grid.258264.f,Juniata College,Huntingdon,Pennsylvania,United States
grid.258269.2,Juntendo University,Tokyo,,Japan
grid.258331.e,Kagawa University,Takamatsu,,Japan
grid.258333.c,Kagoshima University,Kagoshima,,Japan
grid.258346.e,Kalamazoo College,Kalamazoo,Michigan,United States
grid.258405.e,Kansas City University of Medicine and Biosciences,Kansas City,Missouri,United States
grid.258410.a,Kansas Wesleyan University,Salina,Kansas,United States
grid.258471.d,Kean University,Union,New Jersey,United States
grid.258509.3,Kennesaw State University,Kennesaw,Georgia,United States
grid.258518.3,Kent State University,Kent,Ohio,United States
grid.258525.d,Kentucky Community and Technical College System,Versailles,Kentucky,United States
grid.258527.f,Kentucky State University,Frankfort,Kentucky,United States
grid.258533.a,Kenyon College,Gambier,Ohio,United States
grid.258550.f,Kettering University,Flint,Michigan,United States
grid.258598.b,King's University College,Edmonton,Alberta,Canada
grid.258602.b,King University,Bristol,Tennessee,United States
grid.258622.9,Kindai University,Osaka,,Japan
grid.258643.e,Knox College,Galesburg,Illinois,United States
grid.258644.9,Knoxville College,Knoxville,Tennessee,United States
grid.258669.6,Konan University,Kobe,,Japan
grid.258676.8,Konkuk University,Seoul,,South Korea
grid.258690.0,Korea Maritime and Ocean University,Busan,,South Korea
grid.258769.7,Kutztown University,Kutztown,Pennsylvania,United States
grid.258777.8,Kwansei Gakuin University,Nishinomiya,,Japan
grid.258778.7,Kwantlen Polytechnic University,Surrey,British Columbia,Canada
grid.258797.6,Kyoto Prefectural University,Kyoto,,Japan
grid.258798.9,Kyoto Sangyo University,Kyoto,Kyôto,Japan
grid.258799.8,Kyoto University,Kyoto,,Japan
grid.258803.4,Kyungpook National University,Daegu,,South Korea
grid.258806.1,Kyushu Institute of Technology,Kitakyushu,,Japan
grid.258857.5,La Salle University,Philadelphia,Pennsylvania,United States
grid.258860.1,La Sierra University,Riverside,California,United States
grid.258879.9,Lafayette College,Easton,Pennsylvania,United States
grid.258894.a,Lake Forest College,Lake Forest,Illinois,United States
grid.258898.6,Lake Superior State University,Sault Ste. Marie,Michigan,United States
grid.258900.6,Lakehead University,Thunder Bay,Ontario,Canada
grid.258921.5,Lamar University,Beaumont,Texas,United States
grid.258938.d,Lander University,Greenwood,South Carolina,United States
grid.258945.7,Langston University,Langston,Oklahoma,United States
grid.258970.1,Laurentian University,Greater Sudbury,Ontario,Canada
grid.258979.8,Lawrence Technological University,Southfield,Michigan,United States
grid.258980.e,Lawrence University,Appleton,Wisconsin,United States
grid.258985.b,LeMoyne–Owen College,Memphis,Tennessee,United States
grid.258986.8,LeTourneau University,Longview,Texas,United States
grid.259009.7,Lebanon Valley College,Annville,Pennsylvania,United States
grid.259012.d,Lee University,Cleveland,Tennessee,United States
grid.259029.5,Lehigh University,Bethlehem,Pennsylvania,United States
grid.259030.d,Lehman College,New York,New York,United States
grid.259045.f,Lesley University,Cambridge,Massachusetts,United States
grid.259053.8,Lewis & Clark College,Portland,Oregon,United States
grid.259056.d,Lewis University,Romeoville,Illinois,United States
grid.259092.5,Lincoln Memorial University,Harrogate,Tennessee,United States
grid.259104.b,Linfield College,McMinnville,Oregon,United States
grid.259136.a,Lock Haven University,Lock Haven,Pennsylvania,United States
grid.259178.0,Long Beach City College,Long Beach,California,United States
grid.259180.7,Long Island University,Brookville,New York,United States
grid.259184.3,Loras College,Dubuque,Iowa,United States
grid.259234.b,Louisiana State University in Shreveport,Shreveport,Louisiana,United States
grid.259235.a,Louisiana Technical College,Baton Rouge,Louisiana,United States
grid.259237.8,Louisiana Tech University,Ruston,Louisiana,United States
grid.259256.f,Loyola Marymount University,Los Angeles,California,United States
grid.259262.8,Loyola University Maryland,Baltimore,Maryland,United States
grid.259263.9,Loyola University New Orleans,New Orleans,Louisiana,United States
grid.259382.7,Macalester College,Saint Paul,Minnesota,United States
grid.259384.1,Macau University of Science and Technology,Macao,,Macao
grid.259411.a,Madonna University,Livonia,Michigan,United States
grid.259478.5,Maharishi International University,Fairfield,Iowa,United States
grid.259586.5,Manhattan College,New York,New York,United States
grid.259614.d,Mansfield University,Mansfield,Pennsylvania,United States
grid.259649.5,Marietta College,Marietta,Ohio,United States
grid.259659.4,Marist College,Poughkeepsie,New York,United States
grid.259670.f,Marquette University,Milwaukee,Wisconsin,United States
grid.259676.9,Marshall University,Huntington,West Virginia,United States
grid.259700.9,Marymount University,Arlington,Virginia,United States
grid.259705.c,Maryville University,St Louis,Missouri,United States
grid.259706.f,Marywood University,Scranton,Pennsylvania,United States
grid.259768.7,Mayville State University,Mayville,North Dakota,United States
grid.259787.6,McKendree University,Lebanon,Illinois,United States
grid.259803.5,McMurry University,Abilene,Texas,United States
grid.259805.3,McNeese State University,Lake Charles,Louisiana,United States
grid.259828.c,Medical University of South Carolina,Charleston,South Carolina,United States
grid.259870.1,Meharry Medical College,Nashville,Tennessee,United States
grid.259879.8,Meijo University,Nagoya,,Japan
grid.259906.1,Mercer University,Macon,Georgia,United States
grid.259907.0,Mercer University Health Sciences Center,Savannah,Georgia,United States
grid.259930.4,Methodist University,Fayetteville,North Carolina,United States
grid.259939.d,Metropolitan State University of Denver,Denver,Colorado,United States
grid.259956.4,Miami University,Oxford,Ohio,United States
grid.259979.9,Michigan Technological University,Houghton,Michigan,United States
grid.260001.5,Middle Tennessee State University,Murfreesboro,Tennessee,United States
grid.260002.6,Middlebury College,Middlebury (village),Vermont,United States
grid.260023.5,Midwestern State University,Wichita Falls,Texas,United States
grid.260024.2,Midwestern University,Downers Grove,Illinois,United States
grid.260026.0,Mie University,Tsu,,Japan
grid.260049.9,Millersville University,Millersville,Pennsylvania,United States
grid.260053.2,Millikin University,Decatur,Illinois,United States
grid.260055.4,Mills College,Oakland,California,United States
grid.260056.7,Millsaps College,Jackson,Mississippi,United States
grid.260064.6,Milwaukee School of Engineering,Milwaukee,Wisconsin,United States
grid.260088.4,"Minnesota State University, Mankato",Mankato,Minnesota,United States
grid.260089.5,Minnesota State University Moorhead,Moorhead,Minnesota,United States
grid.260096.b,Minot State University,Minot,North Dakota,United States
grid.260118.c,Mississippi College,Clinton,Mississippi,United States
grid.260120.7,Mississippi State University,Starkville,Mississippi,United States
grid.260121.6,Mississippi University for Women,Columbus,Mississippi,United States
grid.260122.5,Mississippi Valley State University,Itta Bena,Mississippi,United States
grid.260126.1,Missouri State University,Springfield,Missouri,United States
grid.260128.f,Missouri University of Science and Technology,Rolla,Missouri,United States
grid.260130.6,Missouri Western State University,Saint Joseph,Missouri,United States
grid.260183.e,Monmouth College,Monmouth,Illinois,United States
grid.260185.8,Monmouth University,West Long Branch,New Jersey,United States
grid.260198.4,Montana State University Billings,Billings,Montana,United States
grid.260201.7,Montclair State University,Montclair,New Jersey,United States
grid.260234.1,Morehead State University,Morehead,Kentucky,United States
grid.260235.0,Morehouse College,Atlanta,Georgia,United States
grid.260238.d,Morgan State University,Baltimore,Maryland,United States
grid.260288.6,Mount Allison University,Sackville,New Brunswick,Canada
grid.260293.c,Mount Holyoke College,South Hadley,Massachusetts,United States
grid.260303.4,Mount Saint Vincent University,Halifax,Nova Scotia,Canada
grid.260308.f,Mount St. Mary's University,Emmitsburg,Maryland,United States
grid.260334.0,Muhlenberg College,Allentown,Pennsylvania,United States
grid.260338.c,Mukogawa Women's University,Nishinomiya,Hyôgo,Japan
grid.260369.8,Muskingum University,New Concord,Ohio,United States
grid.260413.2,NSCAD University,Halifax,Nova Scotia,Canada
grid.260427.5,Nagaoka University of Technology,Nagaoka,,Japan
grid.260433.0,Nagoya City University,Nagoya,,Japan
grid.260463.5,Nanchang University,Nanchang,,China
grid.260474.3,Nanjing Normal University,Nanjing,,China
grid.260478.f,Nanjing University of Information Science and Technology,Nanjing,,China
grid.260483.b,Nantong University,Nantong,,China
grid.260493.a,Nara Institute of Science and Technology,Ikoma,,Japan
grid.260539.b,National Chiao Tung University,Hsinchu,,Taiwan
grid.260542.7,National Chung Hsing University,Taichung,,Taiwan
grid.260563.4,National Defense Academy of Japan,Yokosuka,,Japan
grid.260565.2,National Defense Medical Center,Taipei,,Taiwan
grid.260567.0,National Dong Hwa University,Hualien City,,Taiwan
grid.260574.2,National Hispanic University,San Jose,California,United States
grid.260664.0,National Taiwan Ocean University,Keelung,,Taiwan
grid.260710.2,National University of Health Sciences,Lombard,Illinois,United States
grid.260731.1,National University of Mongolia,Ulaanbaatar,,Mongolia
grid.260770.4,National Yang Ming University,Taipei,Taipei,Taiwan
grid.260812.f,Nebraska Wesleyan University,Lincoln,Nebraska,United States
grid.260894.1,New Jersey City University,Jersey City,New Jersey,United States
grid.260896.3,New Jersey Institute of Technology,Newark,New Jersey,United States
grid.260899.c,New Mexico Highlands University,Las Vegas,New Mexico,United States
grid.260911.d,New York City College of Technology,Brooklyn,New York,United States
grid.260914.8,New York Institute of Technology,New York,New York,United States
grid.260917.b,New York Medical College,Valhalla,New York,United States
grid.260943.a,Newman University,Wichita,Kansas,United States
grid.260955.d,Niagara University,Lewiston,New York,United States
grid.260957.f,Nicholls State University,Thibodaux,Louisiana,United States
grid.260969.2,Nihon University,Tokyo,,Japan
grid.260975.f,Niigata University,Niigata,,Japan
grid.260987.2,Ningxia University,Yinchuan,,China
grid.260989.c,Nipissing University,North Bay,Ontario,Canada
grid.261024.3,Norfolk State University,Norfolk,Virginia,United States
grid.261037.1,North Carolina Agricultural and Technical State University,Greensboro,North Carolina,United States
grid.261038.e,North Carolina Central University,Durham,North Carolina,United States
grid.261049.8,North China Electric Power University,Beijing,,China
grid.261055.5,North Dakota State University,Fargo,North Dakota,United States
grid.261080.d,North Park University,Chicago,Illinois,United States
grid.261103.7,Northeast Ohio Medical University,Ravenna,Ohio,United States
grid.261108.c,Northeastern Illinois University,Chicago,Illinois,United States
grid.261110.5,Northeastern State University,Tahlequah,Oklahoma,United States
grid.261112.7,Northeastern University,Boston,Massachusetts,United States
grid.261120.6,Northern Arizona University,Flagstaff,Arizona,United States
grid.261128.e,Northern Illinois University,DeKalb,Illinois,United States
grid.261132.5,Northern Kentucky University,Highland Heights,Kentucky,United States
grid.261138.f,Northern Michigan University,Marquette,Michigan,United States
grid.261144.4,Northern State University,Aberdeen,South Dakota,United States
grid.261174.7,Northwest Missouri State University,Maryville,Missouri,United States
grid.261175.6,Northwest Nazarene University,Nampa,Idaho,United States
grid.261192.f,Northwestern State University,Natchitoches,Louisiana,United States
grid.261219.f,Norwich University,Northfield,Vermont,United States
grid.261220.5,Norwich University of the Arts,Norwich,,United Kingdom
grid.261241.2,Nova Southeastern University,Fort Lauderdale,Florida,United States
grid.261277.7,Oakland University,Rochester,Michigan,United States
grid.261284.b,Oberlin College,Oberlin,Ohio,United States
grid.261315.2,Oglethorpe University,Atlanta,Georgia,United States
grid.261323.7,Ohio Northern University,Ada,Ohio,United States
grid.261331.4,The Ohio State University,Columbus,Ohio,United States
grid.261343.1,Ohio Wesleyan University,Delaware,Ohio,United States
grid.261354.7,Okanagan University College,Kelowna,British Columbia,Canada
grid.261356.5,Okayama University,Okayama,Okayama,Japan
grid.261359.a,Oklahoma Baptist University,Shawnee,Oklahoma,United States
grid.261362.2,Oklahoma City University,Oklahoma City,Oklahoma,United States
grid.261363.3,Oklahoma Panhandle State University,Goodwell,Oklahoma,United States
grid.261367.7,Oklahoma State University Center for Health Sciences,Tulsa,Oklahoma,United States
grid.261368.8,Old Dominion University,Norfolk,Virginia,United States
grid.261375.4,Olivet Nazarene University,Bourbonnais,Illinois,United States
grid.261419.9,Oral Roberts University,Tulsa,Oklahoma,United States
grid.261432.0,Oregon Institute of Technology,Klamath Falls,Oregon,United States
grid.261445.0,Osaka City University,Osaka,,Japan
grid.261455.1,Osaka Prefecture University,Sakai,,Japan
grid.261485.c,Otterbein University,Westerville,Ohio,United States
grid.261487.e,Ouachita Baptist University,Arkadelphia,Arkansas,United States
grid.261504.4,Our Lady of the Lake University,San Antonio,Texas,United States
grid.261572.5,Pace University,New York,New York,United States
grid.261584.c,Pacific Lutheran University,Tacoma,Washington,United States
grid.261593.a,Pacific University,Forest Grove,Oregon,United States
grid.261634.4,Palo Alto University,Palo Alto,California,United States
grid.261674.0,Panjab University,Chandigarh,Chandigarh,India
grid.261709.b,Park University,Parkville,Missouri,United States
grid.261815.9,Penn State York,York,Pennsylvania,United States
grid.261833.d,Pepperdine University,Malibu,California,United States
grid.261834.a,Perdana University,Kota Kinabalu,,Malaysia
grid.261868.3,Pfeiffer University,Concord,North Carolina,United States
grid.261870.a,Philadelphia University,Philadelphia,Pennsylvania,United States
grid.261915.8,Pittsburg State University,Pittsburg,Kansas,United States
grid.261928.6,Plymouth State University,Plymouth,New Hampshire,United States
grid.261930.f,Point Loma Nazarene University,San Diego,California,United States
grid.261961.b,Polytechnic University of Puerto Rico,San Juan,Puerto Rico,United States
grid.262007.1,Pomona College,Claremont,California,United States
grid.262009.f,Ponce Health Sciences University,Ponce,Puerto Rico,United States
grid.262041.3,Pontifical Catholic University of Puerto Rico,Ponce,Puerto Rico,United States
grid.262074.5,Portland Community College,Portland,Oregon,United States
grid.262075.4,Portland State University,Portland,Oregon,United States
grid.262078.9,Portuguese Air Force Academy,Sintra,,Portugal
grid.262079.8,Portuguese Military Academy,Lisbon,Lisboa,Portugal
grid.262103.4,Prairie View A&M University,Prairie View,Texas,United States
grid.262107.0,Pratt Institute,Brooklyn,New York,United States
grid.262140.3,Prince George's Community College,Largo,Maryland,United States
grid.262229.f,Pusan National University,Busan,,South Korea
grid.262246.6,Qinghai University,Xining,,China
grid.262273.0,"Queens College, CUNY",New York,New York,United States
grid.262276.5,"Queensborough Community College, CUNY",New York,New York,United States
grid.262285.9,Quinnipiac University,Hamden,Connecticut,United States
grid.262333.5,Radford University,Radford,Virginia,United States
grid.262455.2,Randolph–Macon College,Ashland,Virginia,United States
grid.262498.3,Redeemer University College,Ancaster,Ontario,Canada
grid.262516.4,Regis University,Denver,Colorado,United States
grid.262539.9,Rhode Island College,Providence,Rhode Island,United States
grid.262541.6,Rhodes College,Memphis,Tennessee,United States
grid.262550.6,Richard Stockton College of New Jersey,Pomona,New Jersey,United States
grid.262557.1,Rider University,Lawrenceville,New Jersey,United States
grid.262564.1,Rikkyo University,Tokyo,,Japan
grid.262571.5,Ripon College,Ripon,Wisconsin,United States
grid.262576.2,Ritsumeikan University,Kyoto,,Japan
grid.262598.2,Robert Morris University,Pittsburgh,Pennsylvania,United States
grid.262613.2,Rochester Institute of Technology,Rochester,New York,United States
grid.262620.2,Rockhurst University,Kansas City,Missouri,United States
grid.262627.5,Roger Williams University,Bristol,Rhode Island,United States
grid.262640.4,Roosevelt University,Chicago,Illinois,United States
grid.262641.5,Rosalind Franklin University of Medicine and Science,North Chicago,Illinois,United States
grid.262642.6,Rose–Hulman Institute of Technology,Terre Haute,Indiana,United States
grid.262671.6,Rowan University,Glassboro,New Jersey,United States
grid.262714.4,Royal Roads University,Victoria,British Columbia,Canada
grid.262743.6,Rush University,Chicago,Illinois,United States
grid.262804.a,SAIT Polytechnic,Calgary,Alberta,Canada
grid.262863.b,SUNY Downstate Medical Center,Brooklyn,New York,United States
grid.262900.f,Sacred Heart University,Fairfield,Connecticut,United States
grid.262914.a,Saginaw Valley State University,Bay City,Michigan,United States
grid.262933.f,Saint Ambrose University,Davenport,Iowa,United States
grid.262940.b,Saint Francis University,Loretto,Pennsylvania,United States
grid.262952.8,Saint Joseph's University,Philadelphia,Pennsylvania,United States
grid.262960.9,Saint Leo University,Saint Leo,Florida,United States
grid.262962.b,Saint Louis University,St Louis,Missouri,United States
grid.262981.6,Saint Mary's University of Minnesota,Winona,Minnesota,United States
grid.262986.1,Saint Michael's College,Colchester,Vermont,United States
grid.262999.f,Saint Peter's University,Jersey City,New Jersey,United States
grid.263021.4,Saint Xavier University,Chicago,Illinois,United States
grid.263023.6,Saitama University,Saitama,,Japan
grid.263029.c,Salem University,Salem,West Virginia,United States
grid.263037.3,Salisbury University,Salisbury,Maryland,United States
grid.263038.c,Salish Kootenai College,Pablo,Montana,United States
grid.263046.5,Sam Houston State University,Huntsville,Texas,United States
grid.263055.7,Samford University,Birmingham,Alabama,United States
grid.263081.e,San Diego State University,San Diego,California,United States
grid.263091.f,San Francisco State University,San Francisco,California,United States
grid.263136.3,Sangmyung University,Cheonan,,South Korea
grid.263138.d,Sanjay Gandhi Post Graduate Institute of Medical Sciences,Lucknow,,India
grid.263145.7,Sant'Anna School of Advanced Studies,Pisa,Toscana,Italy
grid.263156.5,Santa Clara University,Santa Clara,California,United States
grid.263171.0,Sapporo Medical University,Sapporo,,Japan
grid.263175.4,Sarah Lawrence College,Bronxville,New York,United States
grid.263187.9,Sardar Patel University,Vallabh Vidyanagar,Gujarat,India
grid.263219.d,Savannah State University,Savannah,Georgia,United States
grid.263224.3,Savannah Technical College,Savannah,Georgia,United States
grid.263305.1,Seattle Pacific University,Seattle,Washington,United States
grid.263306.2,Seattle University,Seattle,Washington,United States
grid.263319.c,Seikei University,Musashino,,Japan
grid.263333.4,Sejong University,Seoul,,South Korea
grid.263337.0,Selma University,Selma,Alabama,United States
grid.263379.a,Seton Hall University,South Orange,New Jersey,United States
grid.263451.7,Shantou University,Shantou,Guangdong,China
grid.263452.4,Shanxi Medical University,Taiyuan,,China
grid.263467.2,Shaw University,Raleigh,North Carolina,United States
grid.263484.f,Shenyang Normal University,Shenyang,,China
grid.263488.3,Shenzhen University,Shenzhen,,China
grid.263518.b,Shinshu University,Matsumoto,,Japan
grid.263520.0,Shippensburg University,Shippensburg,Pennsylvania,United States
grid.263536.7,Shizuoka University,Shizuoka,,Japan
grid.263588.2,Shumei University,Chiba,,Japan
grid.263614.4,Siena College,Albany,New York,United States
grid.263618.8,Sigmund Freud University Vienna,Vienna,Niederösterreich,Austria
grid.263650.4,Simpson College,Indianola,Iowa,United States
grid.263652.6,Sinclair Community College,Dayton,Ohio,United States
grid.263662.5,Singapore University of Technology and Design,Singapore,,Singapore
grid.263672.4,Sinte Gleska University,Mission,South Dakota,United States
grid.263708.8,Skidaway Institute of Oceanography,Savannah,Georgia,United States
grid.263717.6,Slippery Rock University,Slippery Rock,Pennsylvania,United States
grid.263724.6,Smith College,Northampton,Massachusetts,United States
grid.263736.5,Sogang University,Seoul,,South Korea
grid.263759.c,Sonoma State University,Rohnert Park,California,United States
grid.263761.7,Soochow University,Suzhou,,China
grid.263765.3,Soongsil University,Seoul,,South Korea
grid.263773.4,South-West State University,Kursk,,Russia
grid.263782.a,South Carolina State University,Orangeburg,South Carolina,United States
grid.263785.d,South China Normal University,Guangzhou,,China
grid.263790.9,South Dakota School of Mines and Technology,Rapid City,South Dakota,United States
grid.263791.8,South Dakota State University,Brookings,South Dakota,United States
grid.263817.9,Southern University of Science and Technology,Shenzhen,,China
grid.263825.8,Southeast Missouri State University,Cape Girardeau,Missouri,United States
grid.263826.b,Southeast University,Nanjing,,China
grid.263831.d,Southeastern Louisiana University,Hammond,Louisiana,United States
grid.263832.e,Southeastern Oklahoma State University,Durant,Oklahoma,United States
grid.263837.b,Southern Arkansas University,Magnolia,Arkansas,United States
grid.263841.a,Southern California University of Health Sciences,Whittier,California,United States
grid.263848.3,Southern Connecticut State University,New Haven,Connecticut,United States
grid.263856.c,Southern Illinois University Carbondale,Carbondale,Illinois,United States
grid.263857.d,Southern Illinois University Edwardsville,Edwardsville,Illinois,United States
grid.263864.d,Southern Methodist University,Dallas,Texas,United States
grid.263867.e,Southern Nazarene University,Bethany,Oklahoma,United States
grid.263870.8,Southern Oregon University,Ashland,Oregon,United States
grid.263872.a,Southern Polytechnic State University,Marietta,Georgia,United States
grid.263880.7,Southern University and Agricultural and Mechanical College,Baton Rouge,Louisiana,United States
grid.263883.4,Southern University at New Orleans,New Orleans,Louisiana,United States
grid.263884.3,Southern University at Shreveport,Shreveport,Louisiana,United States
grid.263886.1,Southern Utah University,Cedar City,Utah,United States
grid.263897.1,Southwest Baptist University,Bolivar,Missouri,United States
grid.263901.f,Southwest Jiaotong University,Chengdu,Sichuan,China
grid.263902.c,Southwest Minnesota State University,Marshall,Minnesota,United States
grid.263906.8,Southwest University,Chongqing,,China
grid.263922.e,Southwestern Oklahoma State University,Weatherford,Oklahoma,United States
grid.263923.f,Southwestern Oregon Community College,Coos Bay,Oregon,United States
grid.263924.8,Southwestern University,Georgetown,Texas,United States
grid.263934.9,Spelman College,Atlanta,Georgia,United States
grid.263944.e,Springfield Technical Community College,Springfield,Massachusetts,United States
grid.264038.b,St. Bonaventure University,Allegany,New York,United States
